texlive-fontsextra 2017.45696-1
texlive-formatsextra 2017.45678-1
texlive-games 2017.44131-1
texlive-humanities 2017.45709-1
texlive-latexextra 2017.45733-1
texlive-music 2017.45674-1
texlive-pictures 2017.45569-1
texlive-pstricks 2017.45644-1
texlive-publishers 2017.45734-1
texlive-science 2017.45707-1
thin-provisioning-tools 0.7.5-1
tilix-bin 1.7.1-1
time 1.8-1
tinyxml2 5.0.1-1
tk 8.6.7-2
tlp 1.0-1
tor 0.3.1.8-1
totem 3.26.0+1+g4e309671-1
totem-plparser 3.26.0-1
tracker 2.0.2-1
tracker-miners 2.0.3-1
tree 1.7.0-2
tslib 1.14-1
ttf-dejavu 2.37-1
ttf-droid 20121017-5
ttf-fira-sans 1:4.202-2
ttf-font-awesome 4.7.0-5
ttf-ms-fonts 2.0-10
ttf-ubuntu-font-family 0.83-3
tzdata 2017c-1
udisks2 2.7.4-1
unrar 1:5.5.8-1
unzip 6.0-12
upower 0.99.6-1
usbmuxd 1.1.0+28+g46bdf3e-1
usbredir 0.7.1-1
usbutils 009-1
util-linux 2.31-2
v4l-utils 1.12.5-1
vala 0.38.3-1
vi 1:070224-2
vid.stab 1.1-1
videoproto 2.3.3-1
vinagre 3.22.0+19+g5f615ff-1
vino 3.22.0+7+g74dd40f-1
virtualbox 5.2.2-2
virtualbox-host-modules-arch 5.2.2-4
vlc 2.2.6-5
volume_key 0.3.9-4
vpnc 0.5.3.svn550-2
vte-tilix-common 0.50.2+1.7.1-1
vte3-tilix 0.50.2+1.7.1-1
vulkan-icd-loader 1.0.61.1-1
wavpack 5.1.0-1
wayland 1.14.0-1
wayland-protocols 1.11-1
webkit2gtk 2.18.3-2
webrtc-audio-processing 0.3-2
wget 1.19.2-1
which 2.21-2
whois 5.2.18-1
wildmidi 0.4.1-1
wireless_tools 30.pre9-1
wireshark-cli 2.4.2-1
wireshark-common 2.4.2-1
wireshark-qt 2.4.2-1
wmctrl 1.07-4
wpa_supplicant 1:2.6-11
wxgtk-common 3.0.3.1-9
wxgtk2 3.0.3.1-9
x265 2.5-1
xcb-proto 1.12-3
xcb-util 0.4.0-1
xcb-util-cursor 0.1.3-1
xcb-util-image 0.4.0-1
xcb-util-keysyms 0.4.0-1
xcb-util-renderutil 0.3.9-1
xcb-util-wm 0.4.1-1
xcb-util-xrm 1.2-2
xclip 0.13-1
xdg-user-dirs 0.16-1
xdg-user-dirs-gtk 0.10+9+g5b7efc6-1
xdg-utils 1.1.2-1
xdotool 3.20160805.1-1
xextproto 7.3.0-1
xf86-input-libinput 0.26.0-1
xf86-video-intel 1:2.99.917+800+g37a682aa-1
xf86dgaproto 2.1-3
xf86vidmodeproto 2.3.1-3
xfsprogs 4.13.1-1
xine-lib 1.2.8-4
xineramaproto 1.2.1-3
xkeyboard-config 2.22-1
xmlsec 1.2.25-1
xorg-bdftopcf 1.1-1
xorg-font-util 1.3.1-1
xorg-font-utils 7.6-4
xorg-fonts-alias 1.0.3-1
xorg-fonts-encodings 1.0.4-4
xorg-fonts-misc 1.0.3-5
xorg-mkfontdir 1.0.7-8
xorg-mkfontscale 1.1.2-1
xorg-server 1.19.5-1
xorg-server-common 1.19.5-1
xorg-server-xwayland 1.19.5-1
xorg-setxkbmap 1.3.1-1
xorg-xauth 1.0.10-1
xorg-xbacklight 1.2.1-1
xorg-xdpyinfo 1.3.2-1
xorg-xev 1.2.2-1
xorg-xhost 1.0.7-1
xorg-xinit 1.3.4-4
xorg-xinput 1.6.2-1
xorg-xkbcomp 1.4.0-1
xorg-xmodmap 1.0.9-1
xorg-xprop 1.2.2-1
xorg-xrandr 1.5.0-1
xorg-xrdb 1.1.0-2
xorg-xset 1.2.3-1
xorg-xwininfo 1.1.3-1
xproto 7.0.31-1
xvidcore 1.3.4-1
xz 5.2.3-1
yajl 2.1.0-1
yelp 3.26.0-1
yelp-xsl 3.20.1-2
yubico-c 1.13-4
yubico-c-client 2.15-3
yubikey-personalization 1.18.0-3
zenity 3.26.0-1
zeromq 4.2.2-2
zip 3.0-7
zita-alsa-pcmi 0.2.0-3
zita-resampler 1.3.0-5
zlib 1:1.2.11-2
zsh 5.4.2-1
zsh-completions 0.27.0-1
zvbi 0.2.35-1
zziplib 0.13.67-1
